YEAR,REGION,AREA,SOURCE_LOAN,PURPOSE_BORROW,VALUE,UNIT,SOURCE
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,รวม,2397,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,643,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,41,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",1106,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,381,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,198,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,28,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,รวม,133244,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,28261,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,ใช้ในการศึกษา,2759,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",55305,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,ใช้ในการทำธุรกิจ,10436,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,ใช้ในการทำการเกษตร,33481,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,อื่นๆ,3003,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"หนี้ในระบบ ",รวม,131552,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,27800,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการศึกษา,2694,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",54813,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,10319,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,33051,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,"หนี้ในระบบ ",อื่นๆ,2876,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,รวม,1692,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,461,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,65,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",492,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,117,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,430,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,127,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,รวม,รวม,139931,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,43309,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,รวม,ใช้ในการศึกษา,2556,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",66218,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,รวม,ใช้ในการทำธุรกิจ,11298,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,รวม,ใช้ในการทำการเกษตร,15128,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,รวม,อื่นๆ,1423,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"หนี้ในระบบ ",รวม,136287,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,43152,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"หนี้ในระบบ ",ใช้ในการศึกษา,2536,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",64127,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,10292,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,14976,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,"หนี้ในระบบ ",อื่นๆ,1205,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,หนี้นอกระบบ,รวม,3644,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,157,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,หนี้นอกระบบ,ใช้ในการศึกษา,20,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",2091,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,1007,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,หนี้นอกระบบ,ใช้ในการทำการเกษตร,151,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,รวม,หนี้นอกระบบ,อื่นๆ,218,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,รวม,รวม,165704,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,77195,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,รวม,ใช้ในการศึกษา,3961,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",60164,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,รวม,ใช้ในการทำธุรกิจ,16130,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,รวม,ใช้ในการทำการเกษตร,6874,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,รวม,อื่นๆ,1379,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"หนี้ในระบบ ",รวม,161579,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,76759,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการศึกษา,3896,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",58079,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,14681,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,6809,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,"หนี้ในระบบ ",อื่นๆ,1355,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,รวม,4125,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,436,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,65,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",2086,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,1449,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,65,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,ในเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,24,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,รวม,รวม,128775,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,28641,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,รวม,ใช้ในการศึกษา,1947,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",68839,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,รวม,ใช้ในการทำธุรกิจ,9207,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,รวม,ใช้ในการทำการเกษตร,18700,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,รวม,อื่นๆ,1441,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ",รวม,125339,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,28605,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการศึกษา,1946,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",66745,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,8392,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,18511,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,"หนี้ในระบบ ",อื่นๆ,1139,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,รวม,3436,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,36,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,1,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",2094,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,815,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,189,บาท,สำนักงานสถิติแห่งชาติ
2556,ภาคใต้,นอกเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,302,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,รวม,รวม,156770,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,50848,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,รวม,ใช้ในการศึกษา,1954,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",64788,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,รวม,ใช้ในการทำธุรกิจ,16000,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,รวม,ใช้ในการทำการเกษตร,22441,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,รวม,อื่นๆ,740,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",รวม,153425,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,50409,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",ใช้ในการศึกษา,1913,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",63375,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,15225,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,21867,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,"หนี้ในระบบ ",อื่นๆ,636,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,รวม,3346,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,440,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,ใช้ในการศึกษา,41,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",1413,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,775,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,ใช้ในการทำการเกษตร,573,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,รวม,หนี้นอกระบบ,อื่นๆ,104,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,รวม,168119,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,70610,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,ใช้ในการศึกษา,1813,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",67965,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,ใช้ในการทำธุรกิจ,18258,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,ใช้ในการทำการเกษตร,8617,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,รวม,อื่นๆ,856,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",รวม,164694,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,70010,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการศึกษา,1759,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",66472,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,17199,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,8529,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,"หนี้ในระบบ ",อื่นๆ,726,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,รวม,3425,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,600,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,55,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",1494,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,1059,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,88,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,ในเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,130,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,รวม,146495,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,32955,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,ใช้ในการศึกษา,2081,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",61911,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,ใช้ในการทำธุรกิจ,13955,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,ใช้ในการทำการเกษตร,34958,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,รวม,อื่นๆ,635,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",รวม,143221,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,32660,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการศึกษา,2053,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",60570,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,13438,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,33945,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,"หนี้ในระบบ ",อื่นๆ,555,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,รวม,3274,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,295,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการศึกษา,28,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",1340,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำธุรกิจ,517,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,ใช้ในการทำการเกษตร,1013,บาท,สำนักงานสถิติแห่งชาติ
2558,ทั่วราชอาณาจักร,นอกเขตเทศบาล,หนี้นอกระบบ,อื่นๆ,80,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,รวม,171837,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,103216,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,ใช้ในการศึกษา,1059,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,"ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",55865,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,ใช้ในการทำธุรกิจ,10153,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,ใช้ในการทำการเกษตร,926,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,รวม,อื่นๆ,619,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",รวม,167612,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,102231,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",ใช้ในการศึกษา,976,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ","ใช้จ่ายอุปโภคบริโภคอื่นๆ ในครัวเรือน",53894,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",ใช้ในการทำธุรกิจ,9440,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",ใช้ในการทำการเกษตร,772,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,"หนี้ในระบบ ",อื่นๆ,299,บาท,สำนักงานสถิติแห่งชาติ
2558,"กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ",รวม,หนี้นอกระบบ,รวม,4226,บาท,สำนักงานสถิติแห่งชาติ
